user_id,event_time,event_type,product_id,shipping_fee,discount,price,device,referral_source
U00056,2025-08-12 04:04:39.852306,view_product,P1013,,,174.39,desktop,social
U00056,2025-08-12 05:33:39.852306,add_to_cart,P1084,,,190.13,tablet,organic
U00056,2025-08-12 06:32:39.852306,checkout,P1032,6.47,,194.63,desktop,organic
U00057,2025-10-01 21:36:51.182860,visit,P1006,,,,mobile,email
U00057,2025-10-01 22:56:51.182860,view_product,P1080,,,99.57,mobile,ads
U00058,2025-08-06 03:43:26.696273,visit,P1056,,,,tablet,social
U00058,2025-08-06 03:59:26.696273,view_product,P1080,,,129.6,mobile,ads
U00059,2025-09-07 02:04:00.025487,visit,P1011,,,,mobile,organic
U00060,2025-08-31 18:14:22.525570,visit,P1019,,,,desktop,email
U00060,2025-08-31 19:20:22.525570,view_product,P1053,,,170.25,desktop,ads
U00061,2025-08-06 10:20:18.469198,visit,P1076,,,,tablet,ads
U00061,2025-08-06 12:11:18.469198,view_product,P1098,,,162.2,desktop,email
U00062,2025-09-28 08:56:32.560246,visit,P1000,,,,desktop,email
U00062,2025-09-28 10:44:32.560246,view_product,P1084,,,108.14,mobile,social
U00062,2025-09-28 11:53:32.560246,add_to_cart,P1042,,,119.35,tablet,social
U00063,2025-07-31 21:22:45.510690,visit,P1089,,,,mobile,social
U00064,2025-09-29 04:17:25.755028,visit,P1040,,,,tablet,social
U00065,2025-10-12 07:01:04.842357,visit,P1084,,,,tablet,ads
U00066,2025-07-29 21:54:20.948988,visit,P1075,,,,desktop,organic
U00067,2025-09-10 21:31:56.578490,visit,P1058,,,,mobile,ads
U00068,2025-09-25 06:04:29.292995,visit,P1009,,,,desktop,email
U00068,2025-09-25 06:48:29.292995,view_product,P1050,,,136.97,desktop,social
U00069,2025-08-28 15:22:16.736317,visit,P1062,,,,tablet,organic
U00069,2025-08-28 16:42:16.736317,view_product,P1080,,,143.19,desktop,ads
U00069,2025-08-28 18:18:16.736317,add_to_cart,P1012,,,156.87,tablet,organic
U00069,2025-08-28 19:15:16.736317,checkout,P1038,18.07,,28.28,mobile,email
U00069,2025-08-28 20:01:16.736317,purchase,P1018,4.88,20.6,142.72,mobile,ads
U00070,2025-08-22 19:50:04.487603,visit,P1048,,,,tablet,ads
U00071,2025-08-29 01:23:29.085139,visit,P1059,,,,tablet,email
U00071,2025-08-29 02:22:29.085139,view_product,P1001,,,181.8,desktop,email
U00072,2025-08-06 18:33:04.852322,visit,P1044,,,,tablet,email
U00073,2025-09-05 06:43:50.247020,visit,P1058,,,,desktop,ads
U00074,2025-09-11 12:52:28.138725,visit,P1048,,,,tablet,email
U00074,2025-09-11 14:06:28.138725,view_product,P1089,,,73.14,tablet,social
U00074,2025-09-11 14:42:28.138725,add_to_cart,P1087,,,160.1,mobile,social
U00075,2025-09-19 18:24:52.926947,visit,P1029,,,,tablet,email
U00075,2025-09-19 18:53:52.926947,view_product,P1079,,,65.11,tablet,ads
U00075,2025-09-19 20:14:52.926947,add_to_cart,P1080,,,136.34,desktop,social
U00075,2025-09-19 20:19:52.926947,checkout,P1093,2.63,,183.73,desktop,social
U00075,2025-09-19 20:42:52.926947,purchase,P1069,17.53,18.29,110.32,desktop,ads
U00076,2025-08-07 05:02:47.836587,visit,P1061,,,,desktop,email
U00076,2025-08-07 06:45:47.836587,view_product,P1009,,,45.34,mobile,social
U00077,2025-09-27 19:13:53.461045,visit,P1050,,,,mobile,email
U00077,2025-09-27 20:22:53.461045,view_product,P1047,,,141.11,tablet,email
U00077,2025-09-27 21:37:53.461045,add_to_cart,P1081,,,189.25,mobile,ads
U00077,2025-09-27 22:38:53.461045,checkout,P1071,6.56,,129.81,tablet,organic
U00078,2025-09-02 12:10:50.255082,visit,P1038,,,,tablet,social
U00078,2025-09-02 12:25:50.255082,view_product,P1004,,,74.79,desktop,organic
U00078,2025-09-02 12:38:50.255082,add_to_cart,P1068,,,44.42,desktop,email
U00079,2025-10-01 13:44:15.632484,visit,P1069,,,,desktop,ads
U00079,2025-10-01 15:38:15.632484,view_product,P1012,,,170.06,tablet,social
U00079,2025-10-01 16:14:15.632484,add_to_cart,P1047,,,59.11,desktop,ads
U00079,2025-10-01 18:04:15.632484,checkout,P1087,7.35,,182.31,tablet,email
U00079,2025-10-01 18:12:15.632484,purchase,P1024,19.36,47.45,168.35,mobile,ads
U00080,2025-08-02 20:54:59.067570,visit,P1002,,,,mobile,email
U00081,2025-07-27 07:38:11.491560,visit,P1026,,,,mobile,ads
U00081,2025-07-27 08:54:11.491560,view_product,P1029,,,79.14,mobile,organic
U00082,2025-08-14 05:17:58.197663,visit,P1016,,,,tablet,email
U00082,2025-08-14 07:00:58.197663,view_product,P1084,,,175.96,mobile,organic
U00083,2025-08-30 07:12:45.619113,visit,P1041,,,,mobile,ads
U00083,2025-08-30 07:46:45.619113,view_product,P1094,,,95.77,mobile,organic
U00083,2025-08-30 08:47:45.619113,add_to_cart,P1046,,,112.38,mobile,social
U00083,2025-08-30 09:52:45.619113,checkout,P1078,0.87,,160.98,tablet,email
U00083,2025-08-30 10:51:45.619113,purchase,P1003,1.22,23.95,92.29,tablet,organic
U00084,2025-07-27 16:20:44.563444,visit,P1056,,,,mobile,organic
U00084,2025-07-27 17:02:44.563444,view_product,P1008,,,42.71,tablet,email
U00085,2025-09-12 11:36:31.129508,visit,P1058,,,,tablet,social
U00085,2025-09-12 11:49:31.129508,view_product,P1014,,,173.5,tablet,ads
U00085,2025-09-12 12:45:31.129508,add_to_cart,P1029,,,94.49,desktop,social
U00086,2025-09-25 09:24:59.791639,visit,P1040,,,,tablet,email
U00087,2025-08-28 01:37:55.241208,visit,P1060,,,,mobile,organic
U00087,2025-08-28 03:24:55.241208,view_product,P1055,,,37.38,tablet,email
U00087,2025-08-28 05:08:55.241208,add_to_cart,P1007,,,125.56,tablet,email
U00087,2025-08-28 06:34:55.241208,checkout,P1045,17.47,,189.4,desktop,organic
U00087,2025-08-28 07:11:55.241208,purchase,P1045,2.07,25.37,47.85,desktop,ads
U00088,2025-09-16 00:55:45.493988,visit,P1071,,,,desktop,organic
U00088,2025-09-16 02:33:45.493988,view_product,P1028,,,165.3,tablet,organic
U00089,2025-09-25 21:08:44.829443,visit,P1034,,,,mobile,ads
U00089,2025-09-25 21:43:44.829443,view_product,P1039,,,185.88,desktop,organic
U00090,2025-07-22 09:15:50.290303,visit,P1051,,,,mobile,ads
U00090,2025-07-22 10:50:50.290303,view_product,P1003,,,36.52,tablet,ads
U00090,2025-07-22 11:39:50.290303,add_to_cart,P1043,,,48.33,desktop,email
U00091,2025-08-13 17:34:16.771228,visit,P1006,,,,mobile,ads
U00091,2025-08-13 19:11:16.771228,view_product,P1086,,,34.68,desktop,social
U00092,2025-10-01 14:36:03.548895,visit,P1027,,,,tablet,organic
U00092,2025-10-01 15:21:03.548895,view_product,P1036,,,142.08,tablet,social
U00093,2025-10-06 05:54:54.631996,visit,P1050,,,,tablet,organic
U00093,2025-10-06 05:55:54.631996,view_product,P1027,,,158.12,desktop,email
U00093,2025-10-06 06:37:54.631996,add_to_cart,P1063,,,154.46,mobile,ads
U00093,2025-10-06 07:26:54.631996,checkout,P1029,10.01,,170.0,desktop,organic
U00094,2025-09-03 00:51:47.029328,visit,P1002,,,,desktop,organic
U00094,2025-09-03 02:42:47.029328,view_product,P1054,,,123.21,tablet,social
U00094,2025-09-03 03:20:47.029328,add_to_cart,P1002,,,193.92,mobile,social
U00095,2025-09-24 15:45:45.143642,visit,P1055,,,,mobile,ads
U00095,2025-09-24 16:41:45.143642,view_product,P1067,,,34.16,desktop,email
U00095,2025-09-24 17:10:45.143642,add_to_cart,P1021,,,33.75,tablet,organic
U00095,2025-09-24 18:18:45.143642,checkout,P1099,6.99,,150.93,tablet,ads
U00095,2025-09-24 18:49:45.143642,purchase,P1032,3.95,30.12,156.84,tablet,organic
U00096,2025-07-21 23:00:25.891603,visit,P1080,,,,desktop,social
U00096,2025-07-22 00:37:25.891603,view_product,P1074,,,100.8,tablet,email
U00097,2025-09-19 09:50:46.264975,visit,P1056,,,,mobile,social
U00097,2025-09-19 10:47:46.264975,view_product,P1035,,,126.46,desktop,organic
U00097,2025-09-19 11:27:46.264975,add_to_cart,P1004,,,30.24,desktop,organic
U00098,2025-09-19 04:22:47.577981,visit,P1078,,,,tablet,social
U00098,2025-09-19 05:22:47.577981,view_product,P1094,,,181.26,desktop,ads
U00099,2025-08-19 04:16:35.237004,visit,P1007,,,,desktop,organic
U00100,2025-08-26 18:53:01.981769,visit,P1091,,,,mobile,ads
U00100,2025-08-26 18:59:01.981769,view_product,P1056,,,198.38,tablet,ads
U00100,2025-08-26 19:46:01.981769,add_to_cart,P1036,,,89.73,desktop,organic
U00101,2025-10-04 11:46:06.433397,visit,P1042,,,,mobile,social
U00101,2025-10-04 12:23:06.433397,view_product,P1084,,,193.59,tablet,ads
U00101,2025-10-04 13:06:06.433397,add_to_cart,P1084,,,45.46,desktop,email
U00102,2025-10-10 07:42:25.754138,visit,P1076,,,,tablet,organic
U00102,2025-10-10 08:22:25.754138,view_product,P1082,,,162.5,mobile,organic
U00103,2025-09-17 21:11:55.854714,visit,P1002,,,,desktop,email
U00104,2025-10-08 09:30:15.425004,visit,P1098,,,,desktop,ads
U00105,2025-09-06 12:20:06.648512,visit,P1037,,,,mobile,organic
U00105,2025-09-06 13:45:06.648512,view_product,P1098,,,131.25,tablet,social
U00105,2025-09-06 14:05:06.648512,add_to_cart,P1088,,,158.8,mobile,social
U00105,2025-09-06 14:11:06.648512,checkout,P1086,14.39,,194.53,tablet,email
U00106,2025-10-11 16:23:49.431419,visit,P1068,,,,mobile,email
U00106,2025-10-11 18:07:49.431419,view_product,P1024,,,86.21,tablet,social
U00107,2025-10-11 20:33:38.857922,visit,P1064,,,,tablet,social
U00108,2025-08-10 02:43:27.187140,visit,P1017,,,,desktop,organic
U00108,2025-08-10 04:06:27.187140,view_product,P1047,,,119.82,mobile,organic
U00108,2025-08-10 04:43:27.187140,add_to_cart,P1020,,,69.1,tablet,ads
U00108,2025-08-10 06:30:27.187140,checkout,P1028,16.33,,179.23,mobile,social
U00108,2025-08-10 06:37:27.187140,purchase,P1047,4.72,49.73,87.48,mobile,email
U00109,2025-08-29 22:14:24.602872,visit,P1091,,,,tablet,email
U00109,2025-08-29 23:56:24.602872,view_product,P1004,,,71.64,desktop,ads
U00110,2025-09-15 06:03:36.677619,visit,P1000,,,,mobile,organic
U00110,2025-09-15 06:36:36.677619,view_product,P1019,,,118.78,tablet,social
U00111,2025-09-20 05:41:47.541612,visit,P1015,,,,mobile,ads
U00111,2025-09-20 06:35:47.541612,view_product,P1079,,,102.28,mobile,social
U00112,2025-08-18 02:54:07.999257,visit,P1073,,,,mobile,ads
U00112,2025-08-18 03:32:07.999257,view_product,P1078,,,83.51,tablet,social
U00113,2025-08-03 04:33:28.427146,visit,P1046,,,,mobile,organic
U00114,2025-09-09 18:00:05.636420,visit,P1049,,,,desktop,email
U00114,2025-09-09 19:36:05.636420,view_product,P1008,,,82.06,tablet,organic
U00115,2025-10-06 23:48:24.258969,visit,P1017,,,,mobile,email
U00115,2025-10-07 00:58:24.258969,view_product,P1082,,,51.52,tablet,social
U00115,2025-10-07 02:28:24.258969,add_to_cart,P1023,,,166.07,mobile,social
U00115,2025-10-07 02:33:24.258969,checkout,P1005,15.82,,179.44,desktop,email
U00115,2025-10-07 03:39:24.258969,purchase,P1069,9.47,1.83,136.44,desktop,email
U00116,2025-07-22 17:45:44.298671,visit,P1083,,,,desktop,email
U00116,2025-07-22 18:01:44.298671,view_product,P1055,,,180.11,tablet,social
U00117,2025-10-08 11:13:25.988905,visit,P1023,,,,desktop,social
U00118,2025-10-08 09:14:53.064986,visit,P1010,,,,tablet,social
U00118,2025-10-08 09:25:53.064986,view_product,P1023,,,118.19,desktop,organic
U00118,2025-10-08 09:36:53.064986,add_to_cart,P1037,,,75.17,tablet,social
U00119,2025-09-25 06:17:17.229316,visit,P1005,,,,tablet,email
U00120,2025-08-12 21:31:36.357229,visit,P1007,,,,mobile,social
U00120,2025-08-12 22:18:36.357229,view_product,P1095,,,142.29,mobile,ads
U00121,2025-07-17 14:23:27.507539,visit,P1004,,,,mobile,organic
U00121,2025-07-17 14:54:27.507539,view_product,P1046,,,85.19,tablet,organic
U00121,2025-07-17 16:12:27.507539,add_to_cart,P1057,,,190.79,desktop,social
U00121,2025-07-17 17:50:27.507539,checkout,P1017,10.59,,91.65,tablet,email
U00122,2025-10-02 09:25:58.608942,visit,P1023,,,,desktop,social
U00122,2025-10-02 11:22:58.608942,view_product,P1033,,,159.49,tablet,social
U00123,2025-08-02 01:23:17.372194,visit,P1062,,,,mobile,organic
U00124,2025-08-18 09:02:15.189431,visit,P1091,,,,desktop,organic
U00124,2025-08-18 10:46:15.189431,view_product,P1040,,,140.21,tablet,organic
U00125,2025-09-15 21:27:36.370039,visit,P1020,,,,tablet,ads
U00125,2025-09-15 23:09:36.370039,view_product,P1028,,,41.85,mobile,ads
U00126,2025-08-05 00:40:39.168171,visit,P1070,,,,tablet,email
U00127,2025-07-18 02:06:22.200683,visit,P1078,,,,mobile,organic
U00127,2025-07-18 02:46:22.200683,view_product,P1091,,,149.4,tablet,social
U00127,2025-07-18 04:25:22.200683,add_to_cart,P1073,,,33.28,desktop,organic
U00127,2025-07-18 05:23:22.200683,checkout,P1066,6.89,,178.03,tablet,ads
U00128,2025-08-02 05:05:57.844117,visit,P1007,,,,mobile,ads
U00128,2025-08-02 05:44:57.844117,view_product,P1041,,,188.25,mobile,email
U00129,2025-09-21 09:15:13.034491,visit,P1032,,,,mobile,email
U00129,2025-09-21 09:32:13.034491,view_product,P1078,,,116.03,tablet,ads
U00130,2025-09-14 16:20:46.610140,visit,P1084,,,,tablet,email
U00131,2025-07-26 03:08:36.466199,visit,P1003,,,,mobile,organic
U00131,2025-07-26 04:31:36.466199,view_product,P1033,,,137.2,tablet,social
U00132,2025-08-28 17:01:38.737468,visit,P1080,,,,tablet,email
U00133,2025-08-23 02:07:29.776963,visit,P1087,,,,desktop,email
U00133,2025-08-23 03:06:29.776963,view_product,P1007,,,48.45,desktop,social
U00133,2025-08-23 04:06:29.776963,add_to_cart,P1077,,,45.86,tablet,email
U00134,2025-08-27 12:53:30.841913,visit,P1051,,,,mobile,email
U00134,2025-08-27 13:59:30.841913,view_product,P1040,,,63.51,mobile,email
U00134,2025-08-27 14:57:30.841913,add_to_cart,P1012,,,29.11,desktop,social
U00135,2025-08-05 08:32:36.860354,visit,P1041,,,,tablet,email
U00135,2025-08-05 08:57:36.860354,view_product,P1063,,,199.27,desktop,social
U00135,2025-08-05 10:50:36.860354,add_to_cart,P1002,,,36.21,desktop,social
U00135,2025-08-05 11:21:36.860354,checkout,P1045,0.97,,70.64,tablet,social
U00135,2025-08-05 11:58:36.860354,purchase,P1013,8.62,44.12,150.95,desktop,email
U00136,2025-09-23 14:00:44.113544,visit,P1072,,,,tablet,ads
U00136,2025-09-23 14:47:44.113544,view_product,P1009,,,89.54,desktop,email
U00137,2025-08-23 01:31:17.039341,visit,P1015,,,,mobile,organic
U00137,2025-08-23 02:22:17.039341,view_product,P1043,,,120.41,desktop,ads
U00138,2025-08-27 10:20:31.622520,visit,P1005,,,,mobile,organic
U00138,2025-08-27 10:38:31.622520,view_product,P1060,,,113.48,mobile,ads
U00139,2025-08-12 04:16:35.331230,visit,P1050,,,,tablet,email
U00139,2025-08-12 05:32:35.331230,view_product,P1065,,,115.82,tablet,email
U00140,2025-08-28 07:41:36.961342,visit,P1086,,,,mobile,social
U00140,2025-08-28 08:56:36.961342,view_product,P1092,,,176.98,tablet,organic
U00140,2025-08-28 10:13:36.961342,add_to_cart,P1083,,,160.92,tablet,ads
U00140,2025-08-28 11:46:36.961342,checkout,P1061,3.41,,133.22,tablet,social
